2019-03-08 05:47:35.068503,547,440
2019-03-08 05:57:35.105417,548,440
2019-03-08 06:07:35.146670,549,440
2019-03-08 06:17:35.188403,550,438
2019-03-08 06:27:35.230025,550,436
2019-03-08 06:37:35.273387,550,438
2019-03-08 06:47:35.315620,551,440
2019-03-08 06:57:35.356103,552,439
2019-03-08 07:07:35.397930,552,439
2019-03-08 07:17:35.438951,551,437
2019-03-08 07:27:35.479504,557,436
2019-03-08 07:37:35.520254,557,432
2019-03-08 07:47:35.564726,558,430
2019-03-08 07:57:35.607670,558,431
2019-03-08 08:07:35.651107,561,428
2019-03-08 08:17:35.693803,563,428
2019-03-08 08:27:35.729289,564,426
2019-03-08 08:37:35.772756,565,424
2019-03-08 08:47:35.812808,569,418
2019-03-08 08:57:35.854823,566,417
2019-03-08 09:07:35.893863,562,395
2019-03-08 09:17:35.938779,562,413
2019-03-08 09:27:35.981276,565,410
2019-03-08 09:37:36.021864,567,377
2019-03-08 09:47:36.060835,562,399
2019-03-08 09:57:36.093050,560,396
2019-03-08 10:07:36.130650,557,392
2019-03-08 10:17:36.174672,556,389
2019-03-08 10:27:36.219214,549,384
2019-03-08 10:37:36.260550,550,381
2019-03-08 10:47:36.299621,545,356
2019-03-08 10:57:36.337011,541,354
2019-03-08 11:07:36.380173,535,345
2019-03-08 11:17:36.425012,535,342
2019-03-08 11:27:36.466737,532,339
2019-03-08 11:37:36.513791,532,336
2019-03-08 11:47:36.550290,529,337
2019-03-08 11:57:36.593411,495,336
2019-03-08 12:07:36.638530,475,338
2019-03-08 12:17:36.682976,463,339
2019-03-08 12:27:36.727083,458,339
